"X","GAD1","GAD2","GAD3","GAD4","GAD5","GAD6","GAD7","GADE","SWL1","SWL2","SWL3","SWL4","SWL5","Game","Platform","Hours","whyplay","streams","SPIN1","SPIN2","SPIN3","SPIN4","SPIN5","SPIN6","SPIN7","SPIN8","SPIN9","SPIN10","SPIN11","SPIN12","SPIN13","SPIN14","SPIN15","SPIN16","SPIN17","Narcissism","Gender","Age","Work","Degree","Birthplace","Residence","Playstyle","GAD_T","SWL_T","SPIN_T","Anxiety"
13410,2,2,3,2,0,2,1,"Somewhat difficult",2,3,4,3,1,"League of Legends","PC",32,"Competition",0,1,1,2,0,0,0,2,4,1,0,1,0,0,0,0,0,1,1,"Male",18,"Student","High School","Venezuela","USA","Multiplayer",12,13,13,1
13411,1,1,1,1,0,1,1,"Not difficult at all",2,4,5,4,3,"League of Legends","PC",10,"Fun",3,1,3,0,1,2,1,1,0,0,0,3,0,0,1,0,0,1,3,"Male",20,"Employed","High School","Portugal","Portugal","Multiplayer",6,18,14,0
13412,0,0,0,0,0,1,0,"Somewhat difficult",3,5,6,3,7,"League of Legends","PC",4,"Fun",24,2,1,1,2,0,2,0,3,2,1,0,0,0,0,0,1,1,1,"Male",18,"Student","High School","USA","USA","Multiplayer",1,24,16,0
13413,1,1,1,0,0,0,0,"Not difficult at all",1,2,2,2,2,"League of Legends","PC",7,"Fun",15,2,1,2,2,3,3,1,1,1,0,1,1,0,0,2,2,0,1,"Male",21,"Student","High School","USA","USA","Multiplayer",3,9,22,0
13414,1,3,3,3,0,3,1,"Extremely difficult",1,4,1,3,5,"Other","PC",3,"Fun",4,0,3,0,1,1,0,1,0,1,1,0,0,0,0,3,0,0,1,"Female",19,"Unemployed","High School","Canada","Canada","Singleplayer",14,14,11,1
13415,1,0,0,1,0,0,0,"Not difficult at all",6,4,7,4,7,"League of Legends","PC",30,"Competition",10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,"Male",20,"Employed","High School","USA","USA","Multiplayer",2,28,2,0
13416,3,3,2,1,0,3,3,"Very difficult",2,2,2,2,2,"League of Legends","PC",25,"Competition",10,1,1,4,2,0,2,4,4,3,2,4,4,3,4,3,1,4,1,"Male",18,"Student","High School","Canada","Canada","Multiplayer",15,10,46,1
13418,1,1,1,1,0,1,1,"Not difficult at all",1,1,1,1,1,"League of Legends","PC",15,"Competition",15,0,3,3,3,0,4,0,4,4,1,4,0,0,3,3,1,0,3,"Male",21,"Unemployed","None","Australia","Australia","Multiplayer",6,5,33,0
13419,3,0,1,1,3,3,0,"Somewhat difficult",4,5,3,6,4,"League of Legends","PC",50,"Competition",10,2,0,0,1,0,0,0,2,0,0,0,2,0,1,1,0,0,4,"Male",20,"Unemployed","Bachelors","Colombia","Colombia","Multiplayer",11,22,9,1
13420,1,0,0,0,1,2,2,"Somewhat difficult",4,5,6,5,2,"League of Legends","PC",84,"Competition",14,1,2,0,0,1,0,1,0,3,0,1,1,1,2,0,0,0,2,"Male",18,"Student","High School","Argentina","Argentina","Multiplayer",6,22,13,0
13421,1,0,1,0,0,0,1,"Somewhat difficult",6,5,4,4,3,"League of Legends","PC",30,"Fun",1,1,0,1,2,1,2,0,2,1,1,0,0,0,1,1,0,0,1,"Male",28,"Employed","Bachelors","Australia","Australia","Multiplayer",3,22,13,0
13422,3,1,0,1,0,3,3,"Not difficult at all",5,6,6,5,4,"League of Legends","PC",25,"Fun",10,3,4,2,1,3,3,2,0,1,3,1,1,2,2,3,3,4,2,"Male",19,"Student","High School","India","Canada","Multiplayer",11,26,38,1
13425,1,1,1,2,3,3,0,"Very difficult",1,1,4,3,1,"Other","PC",10,"Competition",0,2,3,4,4,4,4,0,4,2,3,4,2,2,3,4,2,2,3,"Female",18,"Student","High School","New Zealand","New Zealand ","Multiplayer",11,10,49,1
13426,0,0,2,0,0,1,0,"Not difficult at all",5,3,7,6,7,"League of Legends","PC",18,"Fun",4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Male",20,"Student","High School","Australia","Australia","Multiplayer",3,28,2,0
13427,0,0,2,0,0,1,1,"Not difficult at all",2,2,2,2,2,"Other","PC",14,"Fun",0,1,0,0,2,1,2,0,0,1,2,1,0,1,1,1,2,0,2,"Male",20,"Unemployed","High School","USA","USA","Multiplayer",4,10,15,0
13428,1,0,0,1,0,1,0,"Not difficult at all",2,5,3,1,2,"League of Legends","PC",20,"Competition",5,1,1,1,1,1,1,2,1,1,2,0,0,0,1,0,0,0,1,"Male",32,"Employed","Bachelors","USA","USA","Multiplayer",3,13,13,0
13429,1,0,0,0,0,0,0,"Not difficult at all",1,2,2,2,6,"League of Legends","PC",5,"Fun",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Male",20,"Student","High School","USA","USA","Multiplayer",1,13,1,0
13430,0,0,0,0,1,1,0,"Not difficult at all",3,5,7,5,4,"League of Legends","PC",30,"Competition",5,0,0,0,1,1,0,0,0,0,0,1,1,0,0,3,0,0,1,"Male",18,"Student","None","USA","USA","Multiplayer",2,24,7,0
13431,1,1,0,0,0,2,0,"Somewhat difficult",5,6,6,4,2,"Starcraft 2","PC",14,"Fun",25,0,0,0,1,3,3,1,0,0,0,0,1,3,3,3,0,0,3,"Male",19,"Student","High School","USA","USA","Multiplayer",4,23,18,0
13432,2,1,1,0,3,2,2,"Somewhat difficult",5,6,6,5,2,"League of Legends","PC",12,"Competition",8,2,1,0,0,2,1,0,1,0,0,1,1,0,1,2,0,1,2,"Male",18,"Student","High School","USA","USA","Multiplayer",11,24,13,1
13433,0,0,0,0,0,0,0,"Not difficult at all",3,6,5,5,1,"League of Legends","PC",10,"Competition",20,0,0,1,3,4,3,1,2,3,3,3,4,0,2,3,1,1,1,"Male",21,"Student","High School","USA","USA","Multiplayer",0,20,34,0
13434,0,0,0,0,0,0,0,"Not difficult at all",5,4,5,5,4,"League of Legends","PC",20,"Fun",20,0,1,3,1,2,1,2,4,3,1,4,4,1,1,2,0,0,1,"Male",19,"Student","High School","USA","USA","Multiplayer",0,23,30,0
13435,2,1,1,3,0,2,2,"Very difficult",2,2,1,1,1,"Starcraft 2","PC",23,"Competition",34,1,2,4,4,2,3,3,4,4,4,4,2,3,4,4,2,2,2,"Male",24,"Employed","High School","Czech Republic","Czech Republic","Multiplayer",11,7,52,1
13436,0,0,0,0,0,0,0,"Not difficult at all",4,6,3,4,2,"League of Legends","PC",16,"Competition",12,0,1,1,2,0,3,1,2,4,1,4,0,0,1,1,0,0,1,"Male",23,"Student","Masters","New Zealand","New Zealand ","Multiplayer",0,19,21,0
13437,1,0,0,0,0,1,0,"Not difficult at all",6,6,6,6,3,"League of Legends","Console",30,"Competition",15,2,1,0,0,1,4,0,0,1,1,2,0,0,4,4,3,2,2,"Male",18,"Student","High School","USA","USA","Multiplayer",2,27,25,0
13438,1,2,1,1,0,1,1,"Not difficult at all",1,3,4,2,1,"Other","PC",40,"Fun",0,2,2,0,2,2,1,1,0,1,0,1,0,0,0,1,0,0,2,"Male",19,"Student","None","Brazil","Brazil","Multiplayer",7,11,13,0
13439,2,2,3,1,0,1,2,"Very difficult",3,3,3,5,5,"Skyrim","PC",20,"Competition",0,0,1,2,2,4,4,1,2,3,3,2,4,1,3,4,3,2,3,"Female",25,"Employed","Masters","USA","USA","Singleplayer",11,19,41,1
13440,3,2,1,0,0,0,3,"Not difficult at all",6,6,2,4,4,"League of Legends","PC",12,"Fun",6,3,4,3,3,1,3,3,4,3,3,0,0,0,3,2,1,0,4,"Male",20,"Student","High School","USA","USA","Multiplayer",9,22,36,0
13441,1,1,2,0,0,1,2,"Not difficult at all",3,4,3,6,1,"League of Legends","PC",36,"Competition",4,1,0,1,0,0,1,0,2,0,0,0,0,0,1,3,0,0,3,"Male",20,"Student","High School","Germany","Germany","Multiplayer",7,17,9,0
13442,1,0,1,0,1,0,0,"Somewhat difficult",2,5,2,2,4,"League of Legends","PC",20,"Fun",10,2,3,1,2,2,2,2,1,1,1,2,2,1,3,2,1,1,2,"Male",24,"Student","High School","Australia","Australia","Multiplayer",3,15,29,0
13443,1,0,1,0,1,1,0,"Not difficult at all",7,7,7,7,7,"League of Legends","PC",16,"Fun",10,1,2,1,3,3,3,1,0,1,1,2,2,2,2,1,1,1,3,"Male",18,"Student","High School","Canada","Canada","Multiplayer",4,35,27,0
13444,1,0,1,0,0,1,0,"Somewhat difficult",3,6,5,4,1,"League of Legends","PC",20,"Competition",20,2,1,2,1,2,0,3,2,1,1,1,0,0,1,2,1,1,1,"Male",20,"Student","High School","Canada","Canada","Multiplayer",3,19,21,0
13445,1,0,1,0,0,2,0,"Somewhat difficult",3,4,5,4,1,"League of Legends","PC",20,"Competition",4,1,4,1,3,3,1,2,1,0,0,1,1,0,0,4,1,1,3,"Male",19,"Student","High School","USA","USA","Multiplayer",4,17,24,0
13446,2,2,0,0,1,3,0,"Not difficult at all",3,6,6,2,3,"League of Legends","PC",15,"Fun",3,1,3,1,2,0,0,2,1,0,1,0,0,0,0,0,0,1,1,"Male",18,"Student","High School","USA","USA","Multiplayer",8,20,12,0
13447,0,0,1,0,0,2,0,"Not difficult at all",3,3,4,2,2,"League of Legends","PC",30,"Competition",6,1,0,1,1,0,0,0,1,2,0,0,0,0,2,1,0,0,4,"Male",24,"Employed","High School","USA","USA","Multiplayer",3,14,9,0
13448,0,0,1,0,0,0,0,"Not difficult at all",6,6,6,6,6,"League of Legends","PC",20,"Fun",2,1,2,2,3,1,2,2,4,3,3,4,0,1,1,0,0,3,3,"Male",18,"Student","High School","USA","USA","Multiplayer",1,30,32,0
13449,2,1,2,1,3,0,1,"Very difficult",3,6,6,6,1,"League of Legends","PC",40,"Competition",10,0,0,0,1,0,0,1,0,1,1,2,0,1,0,0,0,0,2,"Male",24,"Student","Bachelors","USA","USA","Multiplayer",10,22,7,1
13452,3,3,3,1,3,3,3,"Extremely difficult",2,2,3,3,2,"League of Legends","PC",20,"Competition",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"Male",22,"Student","High School","Germany","Germany","Multiplayer",19,12,34,1
13454,3,3,3,3,3,3,2,"Extremely difficult",2,2,2,3,1,"League of Legends","PC",14,"Competition",4,1,0,1,4,2,2,3,1,1,4,4,0,3,1,0,0,2,2,"Female",18,"Student","None","Canada","Qatar","Multiplayer",20,10,29,1
13455,0,2,3,2,0,3,1,"Extremely difficult",1,1,4,3,1,"League of Legends","PC",18,"Competition",0,0,0,2,3,0,2,1,4,3,0,4,0,0,0,0,1,0,5,"Male",19,"Unemployed","High School","Germany","Germany","Multiplayer",11,10,20,1
13456,0,0,1,0,0,1,0,"Not difficult at all",5,5,5,4,2,"League of Legends","PC",10,"Fun",4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,"Male",24,"Employed","High School","Australia","Australia","Multiplayer",2,21,4,0
13458,1,1,0,0,0,0,0,"Not difficult at all",5,7,6,5,5,"League of Legends","PC",30,"Competition",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Male",20,"Student","High School","USA","Unknown","Multiplayer",2,28,2,0
13459,0,0,0,0,1,0,0,"Not difficult at all",3,3,6,2,1,"League of Legends","PC",9,"Fun",25,0,0,2,0,1,0,0,4,1,0,0,0,0,0,0,0,2,4,"Male",24,"Employed","High School","USA","USA","Multiplayer",1,15,10,0
13460,1,1,1,0,0,0,0,"Somewhat difficult",5,6,6,4,7,"League of Legends","PC",10,"Fun",20,2,3,1,4,3,3,0,1,2,2,4,1,0,0,1,2,0,2,"Female",19,"Student","High School","Canada","USA","Multiplayer",3,28,29,0
13461,0,0,1,1,3,0,0,"Somewhat difficult",6,4,5,5,7,"League of Legends","PC",10,"Fun",5,1,1,0,0,3,0,1,0,0,0,0,3,0,0,3,0,0,2,"Male",18,"Student","High School","USA","USA","Multiplayer",5,27,12,0
13462,1,0,1,1,0,0,1,"Somewhat difficult",4,4,5,4,3,"League of Legends","PC",4,"Fun",0,1,2,1,1,1,1,0,0,1,1,2,1,1,1,1,1,1,2,"Male",18,"Student","None","Malaysia","Singapore","Multiplayer",4,20,17,0
13463,0,0,0,0,1,1,0,"Not difficult at all",4,2,5,2,1,"League of Legends","PC",40,"Fun",5,1,0,0,1,1,1,0,0,0,1,2,0,0,0,1,0,0,2,"Male",18,"Student","High School","USA","USA","Multiplayer",2,14,8,0
13466,3,3,2,3,1,2,2,"Very difficult",4,4,4,5,2,"League of Legends","PC",15,"Fun",5,1,4,3,4,3,4,3,4,4,4,4,4,3,4,4,3,4,2,"Female",18,"Student","High School","South Korea","USA","Multiplayer",16,19,60,1
13467,3,3,3,3,0,1,0,"Somewhat difficult",1,6,1,1,1,"League of Legends","PC",9,"Fun",3,0,4,4,3,3,4,0,4,4,3,4,4,0,4,4,3,4,2,"Male",18,"Student","Bachelors","Panama","Honduras","Multiplayer",13,10,52,1
13468,2,2,2,2,2,2,1,"Somewhat difficult",1,2,3,3,3,"League of Legends","PC",21,"Competition",10,3,1,4,2,1,1,2,4,4,1,4,1,3,3,2,3,2,1,"Female",18,"Student","High School","Singapore","Singapore","Multiplayer",13,12,41,1
13469,3,2,2,1,0,2,1,"Not difficult at all",5,5,4,3,2,"League of Legends","PC",23,"Competition",8,2,2,1,0,0,0,2,0,1,0,0,0,1,0,1,0,1,3,"Male",18,"Student","High School","USA","USA","Multiplayer",11,19,11,1
13471,0,0,0,0,0,1,1,"Not difficult at all",2,5,3,2,1,"Other","PC",105,"Competition",4,0,0,0,3,1,1,0,3,2,0,2,1,0,0,0,0,1,1,"Male",21,"Unemployed","High School","USA","USA","Multiplayer",2,13,14,0
13472,1,0,2,2,2,3,0,"Somewhat difficult",3,6,4,6,2,"Hearthstone","PC",5,"Fun",0,1,2,3,3,0,0,0,3,0,1,1,0,0,1,2,1,3,2,"Other",22,"Employed","Bachelors","Unknown","USA","Multiplayer",10,21,21,1
13473,3,3,3,3,0,3,0,"Extremely difficult",1,1,1,1,1,"League of Legends","PC",45,"Fun",10,0,0,0,4,0,2,0,2,0,0,3,0,0,2,0,0,0,5,"Male",23,"Employed","High School","USA","USA","Multiplayer",15,5,13,1
13474,0,1,0,0,0,0,1,"Not difficult at all",2,4,3,1,1,"League of Legends","PC",16,"Competition",14,1,3,3,3,3,4,2,3,4,1,4,3,1,3,4,1,2,2,"Male",18,"Student","High School","Brazil","Brazil","Multiplayer",2,11,45,0
13475,0,0,0,0,0,2,0,"Not difficult at all",7,7,7,2,3,"League of Legends","PC",14,"Fun",0,0,1,1,2,0,1,0,2,1,0,1,0,0,0,0,0,0,3,"Male",19,"Student","High School","Canada","Canada","Singleplayer",2,26,9,0
13476,0,0,1,0,2,0,2,"Not difficult at all",5,5,5,3,3,"League of Legends","PC",8,"Fun",3,1,1,1,0,2,0,2,1,0,0,2,1,0,1,1,1,2,4,"Male",18,"Student","High School","Canada","Canada","Multiplayer",5,21,16,0
13477,0,0,0,0,0,1,0,"Not difficult at all",4,3,3,3,3,"League of Legends","PC",30,"Competition",10,0,0,1,0,0,0,0,1,2,1,3,0,0,0,0,0,0,4,"Male",20,"Employed","High School","USA","USA","Multiplayer",1,16,8,0
13478,3,2,3,2,3,1,3,"Somewhat difficult",3,6,4,2,5,"League of Legends","PC",12,"Fun",5,1,3,3,3,3,3,3,3,4,3,4,2,2,4,4,1,2,1,"Female",20,"Student","High School","USA","USA","Multiplayer",17,20,48,1
13479,1,1,1,0,0,1,0,"Somewhat difficult",5,5,4,4,3,"League of Legends","PC",25,"Fun",15,1,1,0,4,3,2,0,1,1,3,1,1,0,1,3,2,1,2,"Male",18,"Student","High School","Canada","Canada","Multiplayer",4,21,25,0
13481,3,3,3,3,2,2,3,"Very difficult",2,2,3,2,1,"League of Legends","PC",35,"Fun",2,3,3,3,2,3,3,3,3,3,2,1,3,3,3,4,3,4,5,"Female",18,"Student","High School","Netherlands","UK","Multiplayer",19,10,49,1
13483,1,1,1,1,0,1,1,"Somewhat difficult",2,3,5,4,4,"League of Legends","PC",15,"Fun",5,1,2,2,2,1,2,0,1,2,2,2,1,2,1,1,2,3,1,"Male",22,"Employed","High School","USA","USA","Multiplayer",6,18,27,0
13485,0,0,0,0,0,0,0,"Not difficult at all",2,4,3,1,1,"League of Legends","PC",20,"Competition",10,2,0,0,1,1,2,0,0,0,0,2,0,0,0,1,0,0,2,"Male",20,"Student","High School","Turkey","Turkey","Multiplayer",0,11,9,0
13487,1,0,1,0,0,0,0,"Somewhat difficult",4,4,6,4,7,"League of Legends","PC",10,"Fun",10,2,0,2,0,3,1,2,2,1,0,3,1,2,3,2,1,2,2,"Male",21,"Student","Bachelors","Vietnam","Canada","Multiplayer",2,25,27,0
13488,0,0,0,0,0,2,0,"Not difficult at all",1,3,3,3,1,"League of Legends","PC",20,"Fun",2,0,0,0,0,4,2,0,0,4,0,0,2,0,0,2,0,0,3,"Male",24,"Employed","High School","USA","USA","Multiplayer",2,11,14,0
13489,1,0,0,0,0,2,0,"Somewhat difficult",2,2,1,1,3,"League of Legends","PC",16,"Competition",2,0,1,1,2,1,2,2,2,1,0,0,0,0,1,2,0,1,2,"Male",18,"Student","None","USA","USA","Multiplayer",3,9,16,0
13490,0,0,0,0,0,1,0,"Not difficult at all",3,6,6,3,2,"League of Legends","PC",15,"Competition",3,1,2,2,3,2,3,3,3,3,2,3,2,0,1,1,1,0,2,"Male",21,"Student","High School","Singapore","Singapore","Multiplayer",1,20,32,0
13491,0,0,0,0,0,0,0,"Not difficult at all",3,6,7,7,3,"League of Legends","PC",30,"Fun",5,0,4,1,1,0,1,0,1,1,0,1,0,0,0,4,0,0,1,"Male",19,"Student","High School","USA","USA","Multiplayer",0,26,14,0
13492,0,0,1,0,1,0,0,"Not difficult at all",2,6,5,5,7,"League of Legends","PC",30,"Competition",20,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,"Male",23,"Unemployed","High School","Germany","Germany","Multiplayer",2,25,5,0
13493,3,2,3,2,2,0,3,"Extremely difficult",4,5,5,5,1,"League of Legends","PC",12,"Fun",10,3,1,4,4,4,3,0,4,1,2,4,4,1,3,1,0,0,1,"Male",18,"Student","High School","Canada","Canada","Multiplayer",15,20,39,1
13494,1,1,0,0,0,0,1,"Not difficult at all",5,5,4,2,4,"League of Legends","PC",10,"Competition",10,0,0,1,3,0,1,0,1,1,3,1,0,0,0,2,0,2,1,"Male",18,"Student","None","USA","USA","Multiplayer",3,20,15,0
13497,1,1,1,2,0,0,0,"Not difficult at all",2,5,3,2,3,"League of Legends","PC",20,"Competition",20,1,0,0,2,0,1,2,2,1,0,2,0,0,0,0,0,2,3,"Male",24,"Student","High School","Slovakia","Czech Republic","Multiplayer",5,15,13,0
13498,1,1,1,0,0,2,0,"Somewhat difficult",4,6,3,7,2,"League of Legends","PC",11,"Fun",5,1,2,1,0,1,0,0,0,0,0,1,1,1,3,3,0,0,3,"Male",19,"Student","High School","Australia","Australia","Multiplayer",5,22,14,0
13499,1,0,0,1,1,0,0,"Not difficult at all",3,2,3,3,2,"League of Legends","PC",12,"Fun",10,2,0,1,2,1,0,2,0,3,2,4,1,0,1,0,1,1,1,"Male",20,"Student","High School","China","USA","Multiplayer",3,13,21,0
13500,0,0,1,0,1,0,0,"Not difficult at all",5,5,4,4,1,"League of Legends","PC",12,"Competition",30,0,0,0,2,1,0,2,4,4,0,4,0,0,0,0,0,0,1,"Male",24,"Unemployed","Bachelors","Puerto Rico ","Puerto Rico","Multiplayer",2,19,17,0
13503,1,0,1,1,1,0,0,"Not difficult at all",2,2,3,1,3,"League of Legends","PC",12,"Fun",48,1,0,2,4,0,3,0,2,3,3,4,0,1,2,1,1,3,1,"Male",22,"Student","High School","Germany","USA","Multiplayer",4,11,30,0
13505,1,0,1,1,0,0,0,"Somewhat difficult",5,6,4,6,4,"League of Legends","PC",18,"Competition",13,1,0,1,0,1,2,2,1,0,0,0,4,1,1,1,0,0,3,"Male",21,"Student","Bachelors","France","Canada","Multiplayer",3,25,15,0
13506,1,1,3,2,0,3,1,"Very difficult",2,2,3,1,4,"Skyrim","PC",12,"Fun",1,2,2,2,3,2,3,1,3,3,3,4,2,1,3,3,1,1,2,"Male",18,"Employed","High School","USA","USA","Singleplayer",11,12,39,1
13507,1,0,0,1,0,1,1,"Not difficult at all",6,6,6,5,4,"League of Legends","PC",12,"Fun",8,1,2,1,0,1,1,1,0,1,1,1,0,0,0,0,0,2,2,"Male",18,"Student","High School","Canada","Canada","Multiplayer",4,27,12,0
13508,3,3,3,1,0,1,2,"Very difficult",1,1,1,1,1,"League of Legends","PC",14,"Fun",10,2,1,2,3,1,2,2,3,3,3,3,0,0,0,0,3,1,2,"Male",21,"Student","High School","Malaysia","Malaysia","Multiplayer",13,5,29,1
13515,2,2,2,2,1,1,1,"Very difficult",2,1,1,2,1,"League of Legends","PC",15,"Competition",10,2,2,3,3,3,2,2,1,1,1,3,2,2,2,2,3,3,2,"Male",18,"Unemployed","None","Australia","Australia","Multiplayer",11,7,37,1
13516,3,1,3,0,1,2,3,"Somewhat difficult",1,2,1,1,3,"League of Legends","PC",12,"Fun",15,2,2,4,4,4,4,2,4,4,4,4,4,2,4,4,2,4,1,"Male",20,"Employed","High School","USA","USA","Multiplayer",13,8,58,1
13517,1,0,1,0,1,2,1,"Not difficult at all",4,4,4,4,3,"League of Legends","PC",8,"Competition",30,2,2,2,2,3,3,2,3,3,2,2,1,1,3,3,1,2,2,"Female",18,"Student","High School","USA","USA","Multiplayer",6,19,37,0
13519,1,0,1,1,0,1,0,"Somewhat difficult",6,6,6,6,3,"League of Legends","PC",40,"Competition",8,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,"Male",20,"Student","High School","USA","USA","Multiplayer",4,27,7,0
13520,0,1,1,1,0,0,0,"Not difficult at all",4,4,5,2,6,"League of Legends","PC",14,"Fun",7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,"Male",27,"Employed","Bachelors","Sweden","Sweden","Multiplayer",3,21,2,0
13522,3,2,3,3,1,3,3,"Somewhat difficult",2,3,3,2,1,"League of Legends","PC",40,"Competition",0,1,3,2,1,1,0,0,2,0,2,4,1,0,2,4,2,2,1,"Female",18,"Student","High School","USA","USA","Multiplayer",18,11,27,1
13523,1,1,3,2,0,2,1,"Somewhat difficult",1,1,1,1,1,"League of Legends","PC",60,"Competition",20,1,3,2,3,1,3,3,3,2,1,4,3,0,3,3,3,0,1,"Male",24,"Unemployed","High School","Canada","Canada","Multiplayer",10,5,38,1
13524,1,0,0,1,0,0,0,"Not difficult at all",6,7,6,6,5,"League of Legends","PC",20,"Competition",4,2,0,1,3,0,0,1,0,0,1,0,0,0,2,1,0,0,4,"Male",20,"Student","High School","USA","USA","Multiplayer",2,30,11,0
13525,0,0,0,0,0,0,0,"Not difficult at all",1,1,1,1,1,"League of Legends","PC",40,"Fun",10,0,1,1,2,0,0,0,2,4,0,2,0,0,0,0,0,4,1,"Male",20,"Unemployed","Bachelors","UK","UK","Multiplayer",0,5,16,0
13526,1,0,1,3,3,1,1,"Somewhat difficult",2,5,2,2,1,"League of Legends","PC",20,"Competition",5,0,2,0,1,0,1,0,2,3,0,1,0,0,0,1,0,0,1,"Male",18,"Student","None","USA","USA","Multiplayer",10,12,11,1
13527,0,0,0,0,0,0,0,"Not difficult at all",2,3,3,2,7,"League of Legends","PC",10,"Fun",3,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,"Male",18,"Student","High School","Canada","Canada","Multiplayer",0,17,5,0
13528,3,3,3,3,2,2,0,"Somewhat difficult",2,5,1,2,2,"League of Legends","PC",25,"Fun",10,0,1,2,2,2,3,2,3,3,2,3,1,2,2,0,2,1,1,"Male",19,"Unemployed","None","UK","UK","Multiplayer",16,12,31,1
13529,0,0,0,0,1,1,0,"Not difficult at all",7,7,7,6,7,"League of Legends","PC",20,"Competition",3,1,0,0,0,3,0,0,2,0,0,0,3,0,0,0,1,0,3,"Male",23,"Employed","High School","USA","USA","Multiplayer",2,34,10,0
13531,2,1,1,2,2,2,2,"Very difficult",5,5,3,1,3,"League of Legends","PC",23,"Fun",3,1,2,1,1,1,2,2,0,3,1,3,0,3,1,1,1,2,3,"Male",19,"Employed","High School","Australia","Australia","Multiplayer",12,17,25,1
13533,1,1,1,1,2,0,1,"Somewhat difficult",4,5,3,2,3,"League of Legends","PC",14,"Fun",20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Male",26,"Employed","Bachelors","Puerto Rico ","USA","Multiplayer",7,17,2,0
13534,1,1,2,2,0,1,3,"Not difficult at all",1,6,4,3,1,"League of Legends","PC",20,"Fun",0,3,3,1,1,1,0,1,2,1,1,1,1,0,1,0,1,0,4,"Male",21,"Student","Bachelors","USA","USA","Multiplayer",10,15,18,1
13535,0,0,0,0,0,0,0,"Not difficult at all",3,2,4,4,3,"League of Legends","PC",0,"Fun",0,0,1,0,2,1,1,0,0,0,1,2,1,0,0,0,0,0,2,"Male",20,"Student","High School","Saudi Arabia","Pakistan","Multiplayer",0,16,9,0
13536,1,0,0,0,0,1,0,"Not difficult at all",5,6,7,6,5,"League of Legends","PC",10,"Competition",3,1,1,0,1,1,2,1,1,2,0,1,2,0,1,4,3,2,2,"Male",18,"Student","None","USA","USA","Multiplayer",2,29,23,0
13537,1,1,2,1,0,2,2,"Somewhat difficult",3,4,5,4,5,"League of Legends","PC",15,"Competition",2,1,0,0,1,3,2,1,0,0,1,0,1,0,1,1,0,0,1,"Male",22,"Employed","Bachelors","South Africa","South Africa","Multiplayer",9,21,12,0
13538,0,0,0,0,0,0,0,"Not difficult at all",6,7,7,6,6,"League of Legends","PC",15,"Fun",0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,3,"Male",24,"Unemployed","Bachelors","China","USA","Multiplayer",0,32,7,0
13540,0,0,0,1,3,2,1,"Not difficult at all",3,6,4,3,2,"League of Legends","PC",30,"Competition",7,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"Male",20,"Student","High School","Canada","Canada","Multiplayer",7,18,4,0
13541,1,1,0,1,3,1,0,"Not difficult at all",6,6,6,5,6,"League of Legends","PC",14,"Fun",5,1,0,3,3,3,3,0,2,2,2,2,2,0,2,1,0,0,1,"Male",24,"Employed","Bachelors","USA","USA","Singleplayer",7,29,26,0
13542,1,0,1,0,0,0,1,"Somewhat difficult",5,5,6,7,7,"League of Legends","PC",38,"Competition",3,0,1,1,2,4,1,0,4,4,1,4,4,0,4,3,1,3,1,"Male",18,"Student","None","UK","South Africa","Multiplayer",3,30,37,0
13543,2,2,2,1,1,1,3,"Extremely difficult",5,6,2,2,7,"League of Legends","PC",30,"Competition",1,1,3,1,0,4,2,4,1,4,0,4,2,0,3,4,2,0,1,"Male",20,"Student","High School","UK","UK","Multiplayer",12,22,35,1
13544,1,1,0,1,0,0,0,"Somewhat difficult",6,2,6,1,2,"League of Legends","PC",21,"Fun",0,3,1,4,2,4,4,0,4,3,0,3,4,0,0,1,3,2,1,"Male",18,"Student","High School","Canada","Canada","Multiplayer",3,17,38,0
13545,1,0,1,1,0,1,0,"Somewhat difficult",4,6,4,5,3,"League of Legends","PC",10,"Fun",0,1,2,1,2,3,3,1,1,2,1,2,2,1,2,2,1,2,3,"Female",18,"Student","High School","Thailand","USA","Multiplayer",4,22,29,0
13546,1,1,1,1,0,1,0,"Somewhat difficult",2,3,2,2,2,"League of Legends","PC",15,"Fun",5,0,2,2,2,3,2,1,2,2,2,3,1,1,2,4,0,3,1,"Female",22,"Employed","Bachelors","Canada","Canada","Multiplayer",5,11,32,0
